data_ciclo,timestamp_ciclo_iso,macro_hash,minihash,vinculo_minihash_macrohash,lp_id,lp_nome,gtv_brl,gtv_usd_equiv_ptax_mid,spread_total_brl,lp_spread_brl_75pct,fluxus_orchestration_fee_brl,posicao_na_fila
2025-11-03,2025-11-03T09:32:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x55f19c3e1e17e89cfb0523fbd58dd19deb93783c1a9b5e4e61d97333,mh0x55f19c3e1e17e89cfb0523fbd58dd19deb93783c1a9b5e4e61d97333→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_011,Elisa Santos Pinto,3905.74,730.02,32.61,24.46,8.15,1
2025-11-03,2025-11-03T09:33:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x23a2086789307c06392c4f1b9ae3d548d69253da425bc4d613ea9a44,mh0x23a2086789307c06392c4f1b9ae3d548d69253da425bc4d613ea9a44→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_012,Sandra Costa Rodrigues,2603.96,486.7,24.21,18.16,6.05,1
2025-11-03,2025-11-03T09:34:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x827a2a1dc93976566c399299d15a6ce6c12b6da0c03d5b562e9965cc,mh0x827a2a1dc93976566c399299d15a6ce6c12b6da0c03d5b562e9965cc→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_013,Mariana Santos Nascimento,5704.16,1066.16,41.52,31.14,10.38,1
2025-11-03,2025-11-03T09:35:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xa02067e4eec2a6ef7c86398c2ea338a5c12c052880d79ca36ba628e4,mh0xa02067e4eec2a6ef7c86398c2ea338a5c12c052880d79ca36ba628e4→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_014,Renata Carvalho Souza,2241.17,418.89,21.43,16.07,5.36,1
2025-11-03,2025-11-03T09:36:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xcaaeabb757cbcb90c0868c64248622c708ab3bbbb164582e8e8a4d34,mh0xcaaeabb757cbcb90c0868c64248622c708ab3bbbb164582e8e8a4d34→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_015,André Correia Rocha,2380.59,444.95,22.52,16.89,5.63,1
2025-11-03,2025-11-03T13:22:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x18b69e3b3805a6800fe71615fa9b4c88c43fa796b083530f7877f758,mh0x18b69e3b3805a6800fe71615fa9b4c88c43fa796b083530f7877f758→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_016,Daniel Carvalho Santos,2777.94,519.22,25.47,19.1,6.37,1
2025-11-03,2025-11-03T13:23:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x595d334d32b4acac29a1926c458eb3574ed2a0e312c4a0945ebce853,mh0x595d334d32b4acac29a1926c458eb3574ed2a0e312c4a0945ebce853→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_017,Paulo Silva Teixeira,3868.64,723.08,32.41,24.31,8.1,1
2025-11-03,2025-11-03T13:24:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x6ebb63dc271a214c02ae993b97132e28d2162fb5fb96ed90d910b72d,mh0x6ebb63dc271a214c02ae993b97132e28d2162fb5fb96ed90d910b72d→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_018,Carla Martins Santos,5001.93,934.91,37.78,28.34,9.44,1
2025-11-03,2025-11-03T13:25:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xb389e4f8223e53d59dee342c2032723fb76e64bb099788db0711f1bd,mh0xb389e4f8223e53d59dee342c2032723fb76e64bb099788db0711f1bd→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_019,Thiago Melo Araújo,3245.83,606.67,28.66,21.5,7.16,1
2025-11-03,2025-11-03T13:26:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xf764d3b88867110ad5ee31567b8c2e4596c6b5b541600fa6bc152386,mh0xf764d3b88867110ad5ee31567b8c2e4596c6b5b541600fa6bc152386→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_020,Paula Duarte Pereira,4017.77,750.96,33.22,24.91,8.31,1
2025-11-03,2025-11-03T13:27:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x041c03edc073140a4f82de72a0e5c7add55cf33107289415b84b622c,mh0x041c03edc073140a4f82de72a0e5c7add55cf33107289415b84b622c→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_021,Bruno Barbosa Monteiro,2883.91,539.03,26.22,19.66,6.56,1
2025-11-03,2025-11-03T13:28:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x0d284fc52b3d32769e755ffa8131175b111bb4d0ba036d841a7b430d,mh0x0d284fc52b3d32769e755ffa8131175b111bb4d0ba036d841a7b430d→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_022,Marcelo Alves Monteiro,1880.94,351.56,18.47,13.85,4.62,1
2025-11-03,2025-11-03T13:29:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x5d66cebf21c9f4353a6769a0a1ec6bee104cc68c5d340fad0c8cb645,mh0x5d66cebf21c9f4353a6769a0a1ec6bee104cc68c5d340fad0c8cb645→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_023,Eduardo Duarte Lima,1036.39,193.71,10.82,8.12,2.7,1
2025-11-03,2025-11-03T13:30:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x1ca6447d971b0368da454f2c795e1b0f5a826d36f56d72051b82a356,mh0x1ca6447d971b0368da454f2c795e1b0f5a826d36f56d72051b82a356→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_024,Helena Pinto Cardoso,3187.88,595.84,28.28,21.21,7.07,1
2025-11-03,2025-11-03T13:31:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x278cc5d01a493cff33e07ba857cb49656bec641170b8f06ad1b8fbf6,mh0x278cc5d01a493cff33e07ba857cb49656bec641170b8f06ad1b8fbf6→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_025,Rafael Rocha Lima,3069.51,573.72,27.5,20.62,6.88,1
2025-11-03,2025-11-03T13:32:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x983b10dd1924fb17891ae54ba844871b1c03c18b4a08be96b9aa3288,mh0x983b10dd1924fb17891ae54ba844871b1c03c18b4a08be96b9aa3288→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_026,Mariana Freitas Souza,2577.64,481.78,24.01,18.01,6.0,1
2025-11-03,2025-11-03T13:33:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x84d32d8d1e38e2435ad7b37d5a8bcb562d76d1ab0a942a03048ba217,mh0x84d32d8d1e38e2435ad7b37d5a8bcb562d76d1ab0a942a03048ba217→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_027,José Dias Alves,5138.28,960.39,38.3,28.72,9.58,1
2025-11-03,2025-11-03T13:34:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x5c39cccf8642c284958fc66cc98246e8da01c2d8518ef0e837f2bbb7,mh0x5c39cccf8642c284958fc66cc98246e8da01c2d8518ef0e837f2bbb7→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_028,Bianca Melo Araújo,5172.94,966.87,38.43,28.82,9.61,1
2025-11-03,2025-11-03T13:35:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xa45f9c23e0529f3125b98f72ddd15079aa4f6a11c4fb6ab941a850cc,mh0xa45f9c23e0529f3125b98f72ddd15079aa4f6a11c4fb6ab941a850cc→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_029,Rafael Correia Pereira,2698.7,504.41,24.9,18.67,6.23,1
2025-11-03,2025-11-03T13:36:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x0b10e8c182fe6825625a921063fe62813f39d9f21a46875eb576ce6f,mh0x0b10e8c182fe6825625a921063fe62813f39d9f21a46875eb576ce6f→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_030,Eduardo Moreira Freitas,3467.82,648.17,30.06,22.54,7.52,1
2025-11-03,2025-11-03T17:22:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xfcbd37081d43490a93e1e13545718119d5d0b88cc2a9defa36d42a3a,mh0xfcbd37081d43490a93e1e13545718119d5d0b88cc2a9defa36d42a3a→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_031,Rafael Correia Teixeira,5714.67,1068.12,41.59,31.19,10.4,1
2025-11-03,2025-11-03T17:23:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xbc2ef3aecb44406de40333d9a59c7f5c7cb8989a8e2b37262ab7bce1,mh0xbc2ef3aecb44406de40333d9a59c7f5c7cb8989a8e2b37262ab7bce1→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_032,Henrique Rodrigues Freitas,1770.96,331.01,17.54,13.15,4.39,1
2025-11-03,2025-11-03T17:24:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x31299d70c039f7b124431369f50d0a8aec9d9c9bae2164fb93fe21ff,mh0x31299d70c039f7b124431369f50d0a8aec9d9c9bae2164fb93fe21ff→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_033,Pedro Dias Souza,3558.64,665.14,30.61,22.96,7.65,1
2025-11-03,2025-11-03T17:25:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xb3dcbe0cfc8a3053777caa9d0c701ba8aa2589e5f5450dbed251aab1,mh0xb3dcbe0cfc8a3053777caa9d0c701ba8aa2589e5f5450dbed251aab1→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_034,Gabriel Oliveira Carvalho,3071.96,574.18,27.51,20.63,6.88,1
2025-11-03,2025-11-03T17:26:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xdc2691ed5dde176dee8fc55dd750425f5274fc36c5838a3e64ca8284,mh0xdc2691ed5dde176dee8fc55dd750425f5274fc36c5838a3e64ca8284→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_035,Vanessa Dias Souza,2965.16,554.21,26.79,20.09,6.7,1
2025-11-03,2025-11-03T17:27:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x5d63ab29767f1d1eea4a2595778b378b295965f89940cead19f34cfa,mh0x5d63ab29767f1d1eea4a2595778b378b295965f89940cead19f34cfa→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_036,Thiago Duarte Araújo,3349.87,626.12,29.32,21.99,7.33,1
2025-11-03,2025-11-03T17:28:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x9077e21af3541b6272b1c338305fc806b12e0ac8c4f46cf521009f09,mh0x9077e21af3541b6272b1c338305fc806b12e0ac8c4f46cf521009f09→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_037,André Oliveira Carvalho,3178.12,594.02,28.22,21.16,7.06,1
2025-11-03,2025-11-03T17:29:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xe7427a24315970bb3b0e3936df586f3d7861666a8c187873520effe8,mh0xe7427a24315970bb3b0e3936df586f3d7861666a8c187873520effe8→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_038,Bruno Gomes Ferreira,3617.19,676.09,30.96,23.22,7.74,1
2025-11-03,2025-11-03T17:30:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xeb8e404588bd944ae026d0e1a2717150b4bc93a9689108a59490177f,mh0xeb8e404588bd944ae026d0e1a2717150b4bc93a9689108a59490177f→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_039,Fernanda Cavalcanti Ramos,1655.83,309.49,16.53,12.4,4.13,1
2025-11-03,2025-11-03T17:31:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xccea821513934587377704b4c6d5281c514f332b4c1885bf2c90ab92,mh0xccea821513934587377704b4c6d5281c514f332b4c1885bf2c90ab92→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_040,Natália Santos Oliveira,1508.29,281.91,15.22,11.42,3.8,1
2025-11-03,2025-11-03T17:32:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x1152931afcb41e791751a1a05a1c741a2e6edf12254551d82364c262,mh0x1152931afcb41e791751a1a05a1c741a2e6edf12254551d82364c262→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_041,Otávio Lima Oliveira,3102.51,579.89,27.72,20.79,6.93,1
2025-11-03,2025-11-03T17:33:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0xacdb7d7d229ac286b972870efac48710987100845c2b6519d9be6f3f,mh0xacdb7d7d229ac286b972870efac48710987100845c2b6519d9be6f3f→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_042,Maria Barbosa Cavalcanti,3195.84,597.33,28.33,21.25,7.08,1
2025-11-03,2025-11-03T17:34:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x558db5960d357d8de8ed64ae6fb48eab38f1aa888c7acc3b0c73a9b8,mh0x558db5960d357d8de8ed64ae6fb48eab38f1aa888c7acc3b0c73a9b8→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_043,Bruno Costa Martins,3401.35,635.74,29.65,22.24,7.41,1
2025-11-03,2025-11-03T17:35:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x405b4461aa4813bdcf2012604a1356deb49f44ebf6d6a051af4f9c76,mh0x405b4461aa4813bdcf2012604a1356deb49f44ebf6d6a051af4f9c76→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_044,Vanessa Barbosa Santos,3446.37,644.16,29.93,22.45,7.48,1
2025-11-03,2025-11-03T17:36:41-03:00,MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,mh0x4130a00eb88b077617b8b27dda6eebb038774ca91f1acf04bdf4b1e4,mh0x4130a00eb88b077617b8b27dda6eebb038774ca91f1acf04bdf4b1e4→MH0x87b97db2b6b9aea5422467ff84bf5eb0134a9470fcc6f112f487a149,LP_045,Vinícius Silva Carvalho,2682.02,501.29,24.78,18.59,6.19,1
2025-11-04,2025-11-04T09:22:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x455d3ab449974831ce6f31de895b58404e910b5c019b5d2947a8aa49,mh0x455d3ab449974831ce6f31de895b58404e910b5c019b5d2947a8aa49→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_046,Carlos Teixeira Dias,1522.94,282.85,15.36,11.52,3.84,1
2025-11-04,2025-11-04T09:23:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x36ec3efc9b1ab02cdf526c8e75f9ebd6dcc949daa79fd2c957672725,mh0x36ec3efc9b1ab02cdf526c8e75f9ebd6dcc949daa79fd2c957672725→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_047,Juliana Cavalcanti Melo,3254.1,604.37,28.76,21.57,7.19,1
2025-11-04,2025-11-04T09:24:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x981e0a57f96fab2983cb8a1ef6f09644ad272120f31996de89a29be6,mh0x981e0a57f96fab2983cb8a1ef6f09644ad272120f31996de89a29be6→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_048,Patrícia Barbosa Gomes,4738.41,880.04,36.8,27.6,9.2,1
2025-11-04,2025-11-04T09:25:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x391a2b3e10f773289e1504e23d7e8a85294ebedc1a86e9c7d33c953b,mh0x391a2b3e10f773289e1504e23d7e8a85294ebedc1a86e9c7d33c953b→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_049,Gabriela Ferreira Costa,1935.95,359.55,18.95,14.21,4.74,1
2025-11-04,2025-11-04T09:26:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x1819993a722a2c729551cc54a00c454e1b8d90907db11fac4a65f9f3,mh0x1819993a722a2c729551cc54a00c454e1b8d90907db11fac4a65f9f3→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_050,Henrique Cavalcanti Correia,1082.4,201.03,11.26,8.45,2.81,1
2025-11-04,2025-11-04T09:27:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x6cc0d91e99ecabf70da75941c72e1a844417717b4a838c311547e298,mh0x6cc0d91e99ecabf70da75941c72e1a844417717b4a838c311547e298→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_051,Gabriel Carvalho Oliveira,2287.91,424.92,21.82,16.37,5.45,1
2025-11-04,2025-11-04T09:28:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0xfcfe3b70a03914dcb655ccfd3397a624d410d0fdb924169032e0da4f,mh0xfcfe3b70a03914dcb655ccfd3397a624d410d0fdb924169032e0da4f→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_052,Helena Gomes Souza,4677.04,868.64,36.53,27.4,9.13,1
2025-11-04,2025-11-04T09:29:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x15778d7678b4645adfd05d020de4734c4639a5c81f3f1b96bbcde4d3,mh0x15778d7678b4645adfd05d020de4734c4639a5c81f3f1b96bbcde4d3→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_053,Rafael Lima Gomes,1831.53,340.16,18.07,13.55,4.52,1
2025-11-04,2025-11-04T09:30:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x5807e22be6a0182dc6b49549abc4dceb6e397575e1d39eb9b37f1a2d,mh0x5807e22be6a0182dc6b49549abc4dceb6e397575e1d39eb9b37f1a2d→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_054,Henrique Ramos Oliveira,8916.14,1655.95,63.19,47.39,15.8,1
2025-11-04,2025-11-04T09:31:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x859cdbbb7f82fa5d908afe8e6a1db731aa89dfbc6d4cc0b5c54405fc,mh0x859cdbbb7f82fa5d908afe8e6a1db731aa89dfbc6d4cc0b5c54405fc→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_055,João Duarte Rodrigues,4210.58,782.01,34.31,25.73,8.58,1
2025-11-04,2025-11-04T09:32:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0xfe996bb59d3347e96c578f3b80982891afc7b5ab35224bf7cd04c0e2,mh0xfe996bb59d3347e96c578f3b80982891afc7b5ab35224bf7cd04c0e2→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_056,Bianca Rodrigues Pereira,1898.81,352.66,18.64,13.98,4.66,1
2025-11-04,2025-11-04T09:33:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x6c00c331b986b52ec49858ae38166ad696fffc37b4f07f0df5b6c4a3,mh0x6c00c331b986b52ec49858ae38166ad696fffc37b4f07f0df5b6c4a3→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_057,Leonardo Costa Rodrigues,2326.87,432.16,22.12,16.59,5.53,1
2025-11-04,2025-11-04T09:34:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x9e35c145f56b6c992d671c544d1e0c97178b4ca311ade60bb371a7f6,mh0x9e35c145f56b6c992d671c544d1e0c97178b4ca311ade60bb371a7f6→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_058,Sandra Rocha Araújo,1509.01,280.26,15.24,11.43,3.81,1
2025-11-04,2025-11-04T09:35:41-03:00,MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,mh0x1c13a7d504189aae7e598e4236b7b6f99c42a74643b73a2be304dbd3,mh0x1c13a7d504189aae7e598e4236b7b6f99c42a74643b73a2be304dbd3→MH0xd474a2728a009ac63b52d309df05aa0fcb38a3957e7f908f38572377,LP_059,Isabela Dias Pereira,3163.51,587.54,28.17,21.13,7.04,1
